rozmiar;kopiec;lista;tablica
4526;39.4061;44.5235;75.4968
4551;38.9078;43.2798;79.8736
4576;39.676;44.7003;75.9997
4601;39.3223;45.0167;80.0507
4626;38.6751;44.6304;79.7107
4651;40.0487;45.9713;82.2064
4676;38.9123;46.1856;80.5999
4701;41.6133;44.6582;78.8958
4726;40.5142;46.1763;80.3719
4751;40.9659;47.0189;81.7455
4776;39.9276;47.047;83.8595
4801;42.2463;46.2507;82.1599
4826;41.9017;46.5533;81.0238
4851;41.5898;46.9491;84.1761
4876;42.1625;47.9781;84.5812
4901;41.1707;49.6033;88.3805
4926;41.5293;46.9073;84.8883
4951;42.8378;48.1599;83.7943
4976;44.5324;51.4331;84.4369
5001;42.7909;49.3752;85.6195
5026;42.9124;49.0399;84.8374
5051;45.2869;50.7533;87.3005
5076;42.7399;49.6313;89.1304
5101;47.1773;50.4833;87.3469
5126;43.606;50.665;87.1281
5151;45.5198;51.1494;87.4354
5176;47.2381;51.7173;87.9059
5201;48.0061;52.7416;86.4575
5226;48.0667;51.9453;89.1816
5251;45.4779;50.6741;89.3121
5276;49.8733;52.2807;92.1757
5301;48.0573;51.8523;89.7123
5326;50.2878;53.1884;89.8007
5351;48.1925;52.6811;91.7612
5376;50.5717;53.1235;91.7519
5401;49.8174;52.1687;91.0487
5426;50.9023;52.6019;92.1149
5451;53.1651;53.2213;93.1487
5476;49.4357;58.5991;92.5481
5501;52.1687;53.5983;93.6983
5526;51.5218;54.8555;92.5153
5551;51.0885;52.8953;94.4246
5576;50.1154;53.3562;93.3163
5601;52.4062;54.1385;91.8961
5626;51.9126;54.5576;94.7503
5651;51.68;53.7521;93.8751
5676;54.0127;53.5099;94.7367
5701;52.0712;55.0279;97.3206
5726;55.4329;54.1805;97.4604
5751;53.4494;55.2375;96.7621
5776;54.4087;55.689;98.1587
5801;53.035;58.7202;99.7933
5826;53.7939;56.555;97.5487
5851;54.9347;56.4248;97.3998
5876;52.0477;57.3234;98.9363
5901;55.3073;56.3967;99.4904
5926;55.7588;56.136;99.8351
5951;55.1535;58.9111;99.4161
5976;54.9208;56.6948;99.7045
6001;55.1723;58.8131;99.5139
6026;56.8949;57.0765;101.893
6051;55.6147;59.1902;98.9039
6076;59.2511;58.5199;102.782
6101;55.5073;58.3339;99.6022
6126;56.9045;60.8529;101.902
6151;54.8231;57.8776;103.16
6176;56.597;56.7692;103.56
6201;56.3131;58.1149;104.449
6226;56.1547;59.1393;104.226
6251;57.64;59.0509;104.524
6276;56.2664;57.5795;106.182
6301;57.3885;59.5166;103.779
6326;56.5551;57.7471;103.714
6351;57.9426;60.0335;105.665
6376;56.3688;60.0659;106.605
6401;58.4085;59.7354;104.948
6426;58.3851;65.6673;107.951
6451;57.7191;60.4245;106.359
6476;59.0137;60.4803;107.9
6501;56.6482;59.5583;106.209
6526;58.0217;58.087;107.741
6551;58.3105;62.8037;109.222
6576;59.307;59.7587;108.244
6601;58.5901;60.755;108.757
