rozmiar;kopiec;lista;tablica
189;1.69493;1.36427;2.44427
190;1.7088;1.3688;2.4212
191;1.76953;1.39693;2.38387
192;1.63873;1.44813;2.43513
193;1.816;1.36427;2.39313
194;1.69467;1.44813;2.4536
195;1.69953;1.4712;2.41173
196;1.84853;2.10927;2.52827
197;1.75053;1.36893;2.42593
198;1.6948;1.3874;2.48147
199;1.69033;1.40133;2.46307
200;1.78333;1.37827;2.57487
201;1.6668;1.406;2.4306
202;1.6156;1.28513;2.98007
203;1.7646;1.41993;2.47687
204;1.82073;1.34107;2.52367
205;1.6158;1.31773;2.61687
206;1.81593;1.39687;2.60747
207;2.43973;1.299;2.49553
208;1.84853;1.39213;2.58407
209;1.7272;1.3736;2.44933
210;1.80667;1.4062;2.49573
211;1.68533;1.40627;2.55613
212;1.78813;1.299;2.40253
213;1.80173;1.40153;2.5608
214;1.6622;1.37807;2.55167
215;1.77847;1.37833;3.29667
216;1.7182;1.34567;2.4818
217;1.78793;1.41553;2.5236
218;1.67627;1.3876;2.5608
219;1.74127;1.42467;2.533
220;1.74613;1.39693;2.63527
221;1.76453;1.41527;2.66327
222;1.68567;1.3784;2.6494
223;1.68113;1.35953;2.51893
224;1.77393;1.33167;2.66333
225;1.64827;2.0812;2.5516
226;1.77867;1.32687;2.60287
227;1.75987;1.3454;2.5468
228;1.58793;1.42947;2.7238
229;1.7416;1.41553;2.6074
230;1.79233;1.4248;2.58433
231;1.6996;1.40627;2.66773
232;1.73673;1.40147;2.5468
233;1.72733;1.37833;2.62147
234;1.70407;1.341;2.67233
235;1.74593;1.3922;2.589
236;1.7462;1.38287;2.66813
237;1.7554;1.38747;2.57
238;1.69473;1.39673;2.6912
239;1.7972;1.44327;2.6074
240;1.75053;1.4062;2.6634
241;1.70427;1.42487;2.63547
242;1.7786;1.3084;2.50493
243;1.75533;1.41553;2.7516
244;1.78327;1.38267;2.70513
245;1.74593;1.41553;2.6446
246;1.71347;1.37333;2.67713
247;1.71827;1.32233;2.6122
248;1.71807;1.3734;2.7982
249;1.74613;1.3876;2.81227
250;1.6856;1.45273;2.62587
251;1.78313;1.43873;2.7844
252;1.653;1.39213;2.65867
253;1.70873;1.30833;2.8308
254;1.78327;1.4296;2.72853
255;1.76927;1.3594;2.77033
256;1.69027;1.40167;3.45007
257;1.7414;1.40593;2.6912
258;2.32813;1.40167;2.65413
259;1.7134;1.3968;2.68647
260;1.78767;1.39207;2.76093
261;1.788;1.3922;3.3432
262;1.71793;1.4108;2.84493
263;1.71827;1.3968;2.86807
264;1.74127;1.38753;2.81713
265;1.81587;1.36887;2.8634
266;1.65293;1.28973;2.7888
267;1.7832;1.42487;2.78907
268;1.774;1.41087;2.8636
269;1.7182;1.3084;2.8634
270;1.718;1.39693;2.803
271;1.65767;1.33633;2.90547
272;1.6946;1.299;2.84953
273;1.7742;1.42473;2.85407
274;1.74133;1.29447;2.86353
275;1.7414;1.3876;2.78893
276;1.78327;1.41547;2.87747
277;1.8766;1.42013;2.90533
278;1.70413;1.3782;2.8684
279;1.6902;1.4108;2.938
280;1.76927;1.4108;2.89593
281;1.63433;1.3736;2.8868
282;1.81133;1.3362;2.96113
283;1.6808;1.3596;2.87753
284;1.7462;1.3456;2.87727
285;1.77867;1.3922;2.9054
286;1.69033;1.4434;2.8822
287;1.853;1.3316;2.89613
288;1.7136;1.38753;2.93813
289;1.87167;1.35953;2.92387
290;1.6482;1.34087;2.98913
291;1.7784;1.37353;2.94713
292;1.75087;1.34567;2.94747
293;1.64827;1.40147;2.957
294;1.8066;1.41547;2.97507
295;1.72273;1.45273;2.97533
296;1.68087;1.3922;2.98467
297;1.7928;1.42933;3.0868
298;1.76913;1.42007;3.04493
299;1.69953;1.4482;2.9288
300;1.8764;1.42953;3.00787
301;1.625;1.39233;3.09627
302;1.81107;1.97887;2.97987
303;1.73687;1.43413;2.90553
304;1.70393;1.34087;2.96613
305;1.63453;1.39213;3.02167
306;1.6852;1.26167;3.00773
307;1.80667;1.39227;3.10107
308;1.71333;1.45247;3.01247
309;1.78793;1.355;2.96573
310;1.79727;1.40613;3.16627
311;1.67173;1.4434;3.11967
312;1.8436;1.37807;2.92413
313;1.71827;1.3456;3.04987
314;1.77393;1.43413;3.05447
315;1.8066;1.3082;3.00793
316;1.68553;1.42927;2.93333
317;1.7786;1.40147;3.02627
318;1.66227;1.39193;3.10553
319;1.704;1.4108;3.17993
320;1.68073;1.44353;3.008
321;1.75547;2.04867;3.1242
322;1.75073;1.39693;3.58527
323;1.66227;1.39207;3.14753
324;1.8998;1.42493;3.15687
325;1.72273;1.3828;3.13367
326;1.7136;1.28513;3.1196
327;1.62507;1.43893;3.2358
328;1.8158;1.35513;3.08233
329;1.72293;1.4294;3.08207
330;1.68553;1.4296;3.2034
331;1.78787;1.36387;3.14767
332;1.66687;1.35047;3.06387
333;1.8716;1.4666;3.12893
334;1.74613;1.40153;3.27807
335;1.7412;1.34547;3.02187
336;1.67153;1.4388;3.2174
337;1.74593;1.41547;3.18473
338;1.6576;1.369;3.26867
339;1.80193;1.35967;3.17073
340;1.69493;1.46667;3.2638
341;1.77867;2.03027;3.72493
342;1.7784;1.38747;3.30593
343;1.71367;1.35973;3.20327
344;1.66227;1.4524;3.897
345;1.74607;1.38307;3.2592
346;2.43053;1.3828;3.24093
347;1.6296;1.38753;3.31527
348;1.8718;1.26653;3.08713
349;1.73667;1.39673;3.25447
350;1.71347;1.32233;3.2778
351;1.78807;1.27573;3.2874
352;1.7368;1.4064;3.2128
353;1.867;1.41053;3.29167
354;1.7788;1.3458;3.37093
355;1.741;1.36413;3.32453
356;1.7834;1.3644;3.2968
357;1.69927;1.37347;3.2176
358;1.80207;1.35967;3.30093
359;1.8578;1.2944;3.33847
360;1.704;1.4156;3.3058
361;1.81587;1.32227;3.3572
362;1.8066;1.36433;3.278
363;1.73673;1.4388;3.31487
364;1.78807;1.38287;3.31033
365;1.7694;1.44813;3.33847
366;1.72267;1.42927;3.3478
367;1.75093;1.3318;3.38513
368;1.6852;1.4062;3.95307
369;1.8812;1.38293;3.40807
370;1.52253;1.37827;3.34273
371;1.7648;1.37367;3.4782
372;1.79247;1.38753;3.334
373;1.77413;1.2712;3.36167
374;1.6712;1.341;4.23247
375;1.8766;1.39673;3.42213
376;1.64333;1.355;3.39893
377;1.70893;1.3224;3.44567
378;1.774;1.38287;3.4316
379;1.6854;1.45267;3.43153
380;1.80653;1.364;3.44993
381;1.6854;1.3596;3.38947
382;1.73193;1.3782;3.39893
383;1.7738;1.3922;3.33847
384;1.81133;1.392;3.41767
385;1.8112;1.46207;4.05087
386;1.75553;1.378;3.41733
387;1.8948;1.39673;3.43613
388;1.64367;1.35953;4.158
389;1.78327;1.40147;3.43193
390;1.81133;1.39233;3.4038
391;1.72273;1.3316;3.4316
392;1.8392;1.33613;3.51973
393;1.87173;1.4014;3.56193
394;1.68093;1.4668;3.44093
395;1.78793;1.392;3.52487
396;1.73207;1.3318;3.45493
397;1.8066;1.3688;3.45
398;1.895;1.41093;3.41747
399;1.7786;1.3594;3.5016
400;1.7508;1.3736;3.46893
401;1.85307;1.4202;3.57607
402;1.74147;1.41553;3.5386
403;1.7738;1.42947;3.4312
404;1.84853;1.37353;3.5152
405;1.89033;1.3038;3.52027
406;1.6854;1.3782;3.7158
407;1.7974;1.40613;3.52
408;2.25373;1.3688;3.54333
409;1.85287;1.30853;3.48713
410;1.62047;1.36873;3.5806
411;1.87173;1.39233;4.15353
412;1.71813;1.40153;3.44533
413;1.81133;1.33167;3.51527
414;1.75533;1.41087;3.65027
415;1.7508;1.42473;3.55267
416;1.7044;1.341;3.50153
417;1.7412;1.4108;3.5946
418;1.76953;1.4016;3.58047
419;1.73673;1.31293;3.6364
420;1.79247;1.2712;3.5014
